fps_original_index,fps_selection_order,video_id,start_time,end_time,video_link,caption,general_nsi,music_nsi,environmental_nsi,extraspeech_nsi,additionalnarrative_nsi,quotedspeech_nsi,misc_nsi,nonenglish_captions,nsi_text,coarse_template,fine_template,caption_id,word_count,char_count,avg_word_length,pos_sequence,mean_lexical_frequency
4536,61,jl8GHkEguXE,716.595,719.689,https://www.youtube.com/watch?v=jl8GHkEguXE&t=716,[Same scene but without the hat this time],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Same scene but without the hat this time,ADJ + NOUN + CCONJ + ADP + DET + NOUN + DET + NOUN,JJ + NN + CC + IN + DT + NN + DT + NN,4536,8,42,4.375,ADJ NOUN CCONJ ADP DET NOUN DET NOUN,6.0575
6076,62,NvjtzKUaq-s,877.44,889.44,https://www.youtube.com/watch?v=NvjtzKUaq-s&t=877,The dome rises to a staggering height of 136.57 meters (448.1 ft) from the floor of the basilica right to the top of the cross outside making it the tallest dome in the world.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,448.1 ft,NUM + NOUN,CD + NN,6076,34,175,4.176470588235294,NUM NOUN,5.695882352941176
6243,63,O0SOK-_5owA,2218.4,2220.1,https://www.youtube.com/watch?v=O0SOK-_5owA&t=2218,[The room is filled with tension],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The room is filled with tension,DET + NOUN + AUX + VERB + ADP + NOUN,DT + NN + VBZ + VBN + IN + NN,6243,6,33,4.666666666666667,DET NOUN AUX VERB ADP NOUN,5.993333333333333
5195,64,lX9oGPFkL00,64.882,67.882,https://www.youtube.com/watch?v=lX9oGPFkL00&t=64,"[engine revs, tires screech]",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"engine revs, tires screech",NOUN + NOUN + NOUN + NOUN,NN + NN + NNS + NN,5195,4,28,6.25,NOUN NOUN NOUN NOUN,3.65
2644,65,DcMexOinKhQ,701.36,707.31,https://www.youtube.com/watch?v=DcMexOinKhQ&t=701,A dog (and a funny-looking dog to boot) and,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,and a funny-looking dog to boot,CCONJ + DET + ADV + VERB + NOUN + ADP + NOUN,CC + DT + RB + VBG + NN + IN + NN,2644,9,43,3.888888888888889,CCONJ DET ADV VERB NOUN ADP NOUN,6.252222222222222
4531,66,jl8GHkEguXE,435.159,437.959,https://www.youtube.com/watch?v=jl8GHkEguXE&t=435,[j-hope pulls off the difficult scene!],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,j-hope pulls off the difficult scene!,PROPN + NOUN + VERB + ADP + DET + ADJ + NOUN,NNP + NN + VBZ + RP + DT + JJ + NN,4531,6,39,5.666666666666667,PROPN NOUN VERB ADP DET ADJ NOUN,5.43
6135,67,O0SOK-_5owA,779.766,782.066,https://www.youtube.com/watch?v=O0SOK-_5owA&t=779,[I speak 3 languages too],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,I speak 3 languages too,PRON + VERB + NUM + NOUN + ADV,PRP + VBP + CD + NNS + RB,6135,5,25,4.2,PRON VERB NUM NOUN ADV,5.680000000000001
149,68,0acJuZsr_nQ,401.546,405.796,https://www.youtube.com/watch?v=0acJuZsr_nQ&t=401,[Jurassic Park theme song humming],1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Jurassic Park theme song humming,PROPN + NOUN + NOUN + NOUN + VERB,NNP + NN + NN + NN + VBG,149,5,34,6.0,PROPN NOUN NOUN NOUN VERB,4.354
6196,69,O0SOK-_5owA,1455.2,1458.533,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1455,[The performance starts with K],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The performance starts with K,DET + NOUN + VERB + ADP + NUM,DT + NN + VBZ + IN + CD,6196,5,31,5.4,DET NOUN VERB ADP NUM,5.896
5199,70,lX9oGPFkL00,96.373,97.852,https://www.youtube.com/watch?v=lX9oGPFkL00&t=96,[insects chirping and buzzing],1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,insects chirping and buzzing,NOUN + VERB + CCONJ + VERB,NNS + VBG + CC + VBG,5199,4,30,6.75,NOUN VERB CCONJ VERB,4.4875
683,71,3ul8D2QxfaM,630.462,632.131,https://www.youtube.com/watch?v=3ul8D2QxfaM&t=630,- [screams as Two-Face],1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,screams as Two-Face,VERB + ADP + NUM + NOUN,VBZ + IN + CD + NN,683,4,23,5.0,VERB ADP NUM NOUN,3.9925
9826,72,ZEHIW_SrQx8,63.666,68.209,https://www.youtube.com/watch?v=ZEHIW_SrQx8&t=63,[Getting a random Proof card],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Getting a random Proof card,VERB + DET + ADJ + NOUN + NOUN,VBG + DT + JJ + NN + NN,9826,5,29,5.0,VERB DET ADJ NOUN NOUN,5.449999999999999
5452,73,mWnIosFFYP4,828.52,831.56,https://www.youtube.com/watch?v=mWnIosFFYP4&t=828,"Similarly, there is another egg dish, which has Fanta (orange-flavor fizzy drink) in it.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,orange-flavor fizzy drink,ADJ + NOUN + ADJ + NOUN,JJ + NN + JJ + NN,5452,14,88,5.357142857142857,ADJ NOUN ADJ NOUN,5.225714285714287
6211,74,O0SOK-_5owA,1701.5,1704.139,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1701,[The morning of Round 1's performance],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The morning of Round 1's performance,DET + NOUN + ADP + ADJ + NUM + PART + NOUN,DT + NN + IN + JJ + CD + POS + NN,6211,6,38,5.5,DET NOUN ADP ADJ NUM PART NOUN,6.0633333333333335
6284,75,O0SOK-_5owA,3425.266,3426.366,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3425,[than the first two producers],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,than the first two producers,ADP + DET + ADJ + NUM + NOUN,IN + DT + JJ + CD + NNS,6284,5,30,5.2,ADP DET ADJ NUM NOUN,6.082
7186,76,qvamzKvNG0w,874.132,877.62,https://www.youtube.com/watch?v=qvamzKvNG0w&t=874,(upbeat electronic music continues),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,upbeat electronic music continues,PROPN + ADJ + NOUN + VERB,NNP + JJ + NN + VBZ,7186,4,35,8.0,PROPN ADJ NOUN VERB,4.5975
5502,77,N1j1evf4I3U,2173.836,2176.661,https://www.youtube.com/watch?v=N1j1evf4I3U&t=2173,"(""Tales from the Crypt"" theme plays)",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Tales from the Crypt"" theme plays",NOUN + ADP + DET + NOUN + NOUN + NOUN,NNS + IN + DT + NN + NN + NNS,5502,6,36,5.166666666666667,NOUN ADP DET NOUN NOUN NOUN,5.170000000000001
6267,78,O0SOK-_5owA,3134.866,3137.133,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3134,[The 14 members were required],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The 14 members were required,DET + NUM + NOUN + AUX + VERB,DT + CD + NNS + VBD + VBN,6267,5,30,5.2,DET NUM NOUN AUX VERB,5.952
5237,79,M_zhvfBbvaA,888.16,890.32,https://www.youtube.com/watch?v=M_zhvfBbvaA&t=888,"[Great Tiger grunts, fall sound effect]",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Great Tiger grunts, fall sound effect",ADJ + NOUN + NOUN + VERB + ADJ + NOUN,JJ + NN + NNS + VB + JJ + NN,5237,6,39,5.666666666666667,ADJ NOUN NOUN VERB ADJ NOUN,4.733333333333333
4506,80,jGmDVjbE1z4,55.666,57.5,https://www.youtube.com/watch?v=jGmDVjbE1z4&t=55,"[The ""special"" adventures of]",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"The ""special"" adventures of",DET + ADJ + NOUN + ADP,DT + JJ + NNS + IN,4506,4,29,6.5,DET ADJ NOUN ADP,6.154999999999999
6203,81,O0SOK-_5owA,1490.466,1492.633,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1490,[requiring 15 members in perfect sync],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,requiring 15 members in perfect sync,VERB + NUM + NOUN + ADP + ADJ + NOUN,VBG + CD + NNS + IN + JJ + NN,6203,6,38,5.5,VERB NUM NOUN ADP ADJ NOUN,5.19
6208,82,O0SOK-_5owA,1624.766,1628.566,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1624,[HYBE LABELS JAPAN performance director],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,HYBE LABELS JAPAN performance director,ADV + VERB + PROPN + NOUN + NOUN,RB + VBZ + NNP + NN + NN,6208,5,40,7.2,ADV VERB PROPN NOUN NOUN,3.856
6273,83,O0SOK-_5owA,3307.6,3310.9,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3307,[Fails to understand Korean],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Fails to understand Korean,VERB + PART + VERB + ADJ,VBZ + TO + VB + JJ,6273,4,28,6.25,VERB PART VERB ADJ,5.387499999999999
6155,84,O0SOK-_5owA,958.9,961.933,https://www.youtube.com/watch?v=O0SOK-_5owA&t=958,[The last trainee comes in],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The last trainee comes in,DET + ADJ + NOUN + VERB + ADV,DT + JJ + NN + VBZ + RB,6155,5,27,4.6,DET ADJ NOUN VERB ADV,5.93
6358,85,O8N_mRPo2gc,602.966,604.496,https://www.youtube.com/watch?v=O8N_mRPo2gc&t=602,(Sean: That was really good.),1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sean: That was really good.,PROPN + PRON + AUX + ADV + ADJ,NNP + DT + VBD + RB + JJ,6358,5,29,5.0,PROPN PRON AUX ADV ADJ,6.046
6204,86,O0SOK-_5owA,1555.5,1562.1,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1555,[It looks hard even in 0.5x speed],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,It looks hard even in 0.5x speed,PRON + VERB + ADV + ADV + ADP + NOUN + NOUN,PRP + VBZ + RB + RB + IN + NN + NN,6204,7,34,4.0,PRON VERB ADV ADV ADP NOUN NOUN,5.157142857142857
4113,87,J7nGbnHRwNA,109.732,111.128,https://www.youtube.com/watch?v=J7nGbnHRwNA&t=109,"(""Row, Row, Row Your Boat"")",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Row, Row, Row Your Boat""",NOUN + NOUN + VERB + PRON + NOUN,NN + NN + VB + PRP$ + NN,4113,5,27,4.6,NOUN NOUN VERB PRON NOUN,5.008
4725,88,KIa6S-L_xV4,223.683,224.683,https://www.youtube.com/watch?v=KIa6S-L_xV4&t=223,"-Students: “yes,” (one says “maybe.”)",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,one says “maybe.”,NOUN + VERB + ADV,NN + VBZ + RB,4725,5,37,6.6,NOUN VERB ADV,5.632
3166,89,FKLIIueTSJI,162.257,164.79,https://www.youtube.com/watch?v=FKLIIueTSJI&t=162,[BOTH SINGING NOTE TOGETHER],1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,BOTH SINGING NOTE TOGETHER,DET + NOUN + NOUN + ADV,DT + NN + NN + RB,3166,4,28,6.25,DET NOUN NOUN ADV,5.22
6158,90,O0SOK-_5owA,980.633,983.266,https://www.youtube.com/watch?v=O0SOK-_5owA&t=980,[Perspective doesn't apply to him],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Perspective doesn't apply to him,NOUN + AUX + PART + VERB + ADP + PRON,NN + VBZ + RB + VB + IN + PRP,6158,5,34,6.0,NOUN AUX PART VERB ADP PRON,5.688
6116,91,O0SOK-_5owA,396.8,399.633,https://www.youtube.com/watch?v=O0SOK-_5owA&t=396,[The four debut members meet ENHYPEN],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The four debut members meet ENHYPEN,DET + NUM + NOUN + NOUN + VERB + ADJ,DT + CD + NN + NNS + VBP + JJ,6116,6,37,5.333333333333333,DET NUM NOUN NOUN VERB ADJ,4.733333333333333
1382,92,7o7Zxkr9jE0,155.989,157.59,https://www.youtube.com/watch?v=7o7Zxkr9jE0&t=155,"[ Laughter, audience ""oohs"" ]",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"Laughter, audience ""oohs""",PROPN + NOUN + ADJ,NNP + NN + JJ,1382,5,29,5.0,PROPN NOUN ADJ,2.146
5240,93,M_zhvfBbvaA,950.109,952.48,https://www.youtube.com/watch?v=M_zhvfBbvaA&t=950,"[eyebrow twitch ding, Piston Hondo grunting]",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"eyebrow twitch ding, Piston Hondo grunting",VERB + VERB + NOUN + PROPN + NOUN + VERB,VB + VB + NN + NNP + NN + VBG,5240,6,44,6.5,VERB VERB NOUN PROPN NOUN VERB,3.236666666666667
4505,94,jGmDVjbE1z4,10.666,15.083,https://www.youtube.com/watch?v=jGmDVjbE1z4&t=10,[The story of Saitou and his party],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The story of Saitou and his party,DET + NOUN + ADP + NOUN + CCONJ + PRON + NOUN,DT + NN + IN + NN + CC + PRP$ + NN,4505,7,35,4.142857142857143,DET NOUN ADP NOUN CCONJ PRON NOUN,5.93
4934,95,L50sMy1EFKU,708.52,718.72,https://www.youtube.com/watch?v=L50sMy1EFKU&t=708,"[♪ happy, upbeat background music ♪]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"♪ happy, upbeat background music ♪",X + ADJ + ADJ + NOUN + NOUN + AUX,FW + JJ + JJ + NN + NN + JJS,4934,6,36,5.166666666666667,X ADJ ADJ NOUN NOUN AUX,4.458333333333333
8773,96,XbGs_qK2PQA,0.734,1.301,https://www.youtube.com/watch?v=XbGs_qK2PQA&t=0,"(""Rap God"" by Eminem)",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"""Rap God"" by Eminem",PROPN + PROPN + ADP + PROPN,NNP + NNP + IN + NNP,8773,4,21,4.5,PROPN PROPN ADP PROPN,4.9225
523,97,36RspkIcPyk,60.926,63.462,https://www.youtube.com/watch?v=36RspkIcPyk&t=60,"[Lay Lay on phone] Hey hey,",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Lay Lay on phone,VERB + VERB + ADP + NOUN,VBD + VBN + IN + NN,523,6,27,3.6666666666666665,VERB VERB ADP NOUN,5.288333333333333
6056,98,NUAvdYNGTQU,55.56,60.46,https://www.youtube.com/watch?v=NUAvdYNGTQU&t=55,"…coriander leaves, kachampui (special black vinegar from Coorg).",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,special black vinegar from Coorg,ADJ + ADJ + NOUN + ADP + PROPN,JJ + JJ + NN + IN + NNP,6056,8,64,7.125,ADJ ADJ NOUN ADP PROPN,3.8425
3037,99,f-ZGjWGE4Fw,91.797,92.971,https://www.youtube.com/watch?v=f-ZGjWGE4Fw&t=91,(I think I'n quite good~),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,I think I'n quite good~,PRON + VERB + VERB + ADV + NOUN,PRP + VBP + VBP + RB + NNS,3037,5,25,4.2,PRON VERB VERB ADV NOUN,5.2780000000000005
6292,100,O0SOK-_5owA,3550.066,3556.366,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3550,[Close-up cam footage playing],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Close-up cam footage playing,ADJ + ADP + NOUN + NOUN + NOUN,JJ + RP + NN + NN + NN,6292,4,30,6.75,ADJ ADP NOUN NOUN NOUN,4.775
6126,101,O0SOK-_5owA,639.833,642.2,https://www.youtube.com/watch?v=O0SOK-_5owA&t=639,[The first trainee shows up],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The first trainee shows up,DET + ADJ + NOUN + VERB + ADP,DT + JJ + NN + VBZ + RP,6126,5,28,4.8,DET ADJ NOUN VERB ADP,5.7780000000000005
8371,102,V7qtEJ4-uqo,236.805,251.56,https://www.youtube.com/watch?v=V7qtEJ4-uqo&t=236,There is another interesting twist you can add to this. Crush 4 garlic cloves (with the peel intact),1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,with the peel intact,ADP + DET + NOUN + ADJ,IN + DT + NN + JJ,8371,18,100,4.611111111111111,ADP DET NOUN ADJ,5.578888888888889
3277,103,G0oOta9Lfts,9.041,10.843,https://www.youtube.com/watch?v=G0oOta9Lfts&t=9,[Ou Di Wan Lee],1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ou Di Wan Lee,X + X + PROPN + PROPN,FW + FW + NNP + NNP,3277,4,15,3.0,X X PROPN PROPN,4.1575
6130,104,O0SOK-_5owA,669.3,671.3,https://www.youtube.com/watch?v=O0SOK-_5owA&t=669,[Should I give him a hand?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Should I give him a hand?,AUX + PRON + VERB + PRON + DET + NOUN,MD + PRP + VB + PRP + DT + NN,6130,6,27,3.6666666666666665,AUX PRON VERB PRON DET NOUN,6.278333333333333
5267,105,McKiGAkzza4,180.313,184.184,https://www.youtube.com/watch?v=McKiGAkzza4&t=180,(Khalid sings words of praise),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Khalid sings words of praise,NOUN + NOUN + NOUN + ADP + NOUN,NN + NNS + NNS + IN + NN,5267,5,30,5.2,NOUN NOUN NOUN ADP NOUN,4.824
6190,106,O0SOK-_5owA,1287.766,1290.0,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1287,[Wobbuffet was totally spot on too],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Wobbuffet was totally spot on too,NOUN + AUX + ADV + NOUN + ADP + ADV,NN + VBD + RB + NN + IN + RB,6190,6,35,5.0,NOUN AUX ADV NOUN ADP ADV,5.14
807,107,3XkjoLgZr60,31.671,32.769,https://www.youtube.com/watch?v=3XkjoLgZr60&t=31,[Everyone fell to the floor laughing],1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Everyone fell to the floor laughing,PRON + VERB + ADP + DET + NOUN + VERB,NN + VBD + IN + DT + NN + VBG,807,6,37,5.333333333333333,PRON VERB ADP DET NOUN VERB,5.838333333333334
6159,108,O0SOK-_5owA,983.833,987.366,https://www.youtube.com/watch?v=O0SOK-_5owA&t=983,"[&amp;AUDITION's 11th trainee, JO]",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"&amp;AUDITION's 11th trainee, JO",PROPN + PART + ADJ + NOUN + PROPN,NNP + POS + JJ + NN + NNP,6159,4,34,7.75,PROPN PART ADJ NOUN PROPN,2.8375000000000004
1686,109,8934qhVjaoA,2870.866,2875.3,https://www.youtube.com/watch?v=8934qhVjaoA&t=2870,[GAKU starts off with a steady voice],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GAKU starts off with a steady voice,PROPN + VERB + ADP + ADP + DET + ADJ + NOUN,NNP + VBZ + RP + IN + DT + JJ + NN,1686,7,37,4.428571428571429,PROPN VERB ADP ADP DET ADJ NOUN,5.138571428571429
7043,110,QAGIjIIM91Y,4826.84,4832.4,https://www.youtube.com/watch?v=QAGIjIIM91Y&t=4826,"(A song from ""MJ"" album.)",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"A song from ""MJ"" album.",DET + NOUN + ADP + INTJ + NOUN,DT + NN + IN + UH + NN,7043,5,25,4.2,DET NOUN ADP INTJ NOUN,5.536
2645,111,DcMexOinKhQ,1786.43,1800.0,https://www.youtube.com/watch?v=DcMexOinKhQ&t=1786,I'm stuck! [dog bark] Get back! [dog bark],1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,dog bark dog bark,PROPN + PROPN + PROPN + PROPN,NNP + NNP + NNP + NNP,2645,8,42,4.375,PROPN PROPN PROPN PROPN,5.13125
6167,112,O0SOK-_5owA,1078.266,1081.966,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1078,[Effortlessly dribbling between his legs],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Effortlessly dribbling between his legs,ADV + VERB + ADP + PRON + NOUN,RB + VBG + IN + PRP$ + NNS,6167,5,41,7.4,ADV VERB ADP PRON NOUN,4.618
6270,113,O0SOK-_5owA,3206.866,3209.233,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3206,[K's close-up camera evaluation begins],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,K's close-up camera evaluation begins,PROPN + PART + VERB + ADP + NOUN + NOUN + VERB,NNP + POS + VB + RP + NN + NN + VBZ,6270,5,39,7.0,PROPN PART VERB ADP NOUN NOUN VERB,4.336
9493,114,zdjT5VRQzwM,879.878,880.779,https://www.youtube.com/watch?v=zdjT5VRQzwM&t=879,"(mellifluous music begins, abruptly ends)",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"mellifluous music begins, abruptly ends",ADJ + NOUN + VERB + ADV + VERB,JJ + NN + VBZ + RB + VBZ,9493,5,41,7.4,ADJ NOUN VERB ADV VERB,4.106
8218,115,UgtaUnYLrZ0,128.18,135.36,https://www.youtube.com/watch?v=UgtaUnYLrZ0&t=128,"But in 3D you got up, down, left, right, forward, backward, s-s (uhh) slightly right and diagonal, diagonal going up... etc.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,uhh,NOUN,NN,8218,21,124,4.9523809523809526,NOUN,5.482857142857143
2811,116,E4OkbPN4z7o,361.183,364.215,https://www.youtube.com/watch?v=E4OkbPN4z7o&t=361,"[That was easy.]"" Yes, it was.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,That was easy.,PRON + AUX + ADJ,DT + VBD + JJ,2811,6,30,4.166666666666667,PRON AUX ADJ,6.398333333333333
4534,117,jl8GHkEguXE,609.487,611.307,https://www.youtube.com/watch?v=jl8GHkEguXE&t=609,[Feeling energized! Time to keep going!],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feeling energized! Time to keep going!,VERB + VERB + NOUN + PART + VERB + VERB,VBG + VBN + NN + TO + VB + VBG,4534,6,40,5.833333333333333,VERB VERB NOUN PART VERB VERB,5.585
8613,118,WRYhzEXyiQc,171.582,175.665,https://www.youtube.com/watch?v=WRYhzEXyiQc&t=171,(audience cheering and applause),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,audience cheering and applause,NOUN + VERB + CCONJ + NOUN,NN + VBG + CC + NN,8613,4,32,7.25,NOUN VERB CCONJ NOUN,4.95
6143,119,O0SOK-_5owA,851.866,855.666,https://www.youtube.com/watch?v=O0SOK-_5owA&t=851,[What? He just passed by?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,What? He just passed by?,PRON + PRON + ADV + VERB + ADP,WP + PRP + RB + VBD + IN,6143,5,26,4.4,PRON PRON ADV VERB ADP,6.216
6250,120,O0SOK-_5owA,2364.533,2369.133,https://www.youtube.com/watch?v=O0SOK-_5owA&t=2364,[Is my score written inside?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Is my score written inside?,AUX + PRON + NOUN + VERB + ADV,VBZ + PRP$ + NN + VBN + RB,6250,5,29,5.0,AUX PRON NOUN VERB ADV,5.75
6301,121,O0SOK-_5owA,3858.0,3860.366,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3858,[What is a concept mission?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,What is a concept mission?,PRON + AUX + DET + NOUN + NOUN,WP + VBZ + DT + NN + NN,6301,5,28,4.8,PRON AUX DET NOUN NOUN,6.09
7999,122,TGqqefqXzeo,100.5,104.0,https://www.youtube.com/watch?v=TGqqefqXzeo&t=100,Ai-Yai-Yai-Yai-Yeah (Diggin’ on you),1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Diggin’ on you,NOUN + ADP + PRON,NN + IN + PRP,7999,4,36,8.25,NOUN ADP PRON,4.5625
5854,123,NA5vT1LooXk,1966.983,1971.566,https://www.youtube.com/watch?v=NA5vT1LooXk&t=1966,(player interacting with envirionment),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,player interacting with envirionment,NOUN + VERB + ADP + NOUN,NN + VBG + IN + NN,5854,4,38,8.75,NOUN VERB ADP NOUN,3.925
5872,124,nBYhHDpkUgM,2072.71,2075.545,https://www.youtube.com/watch?v=nBYhHDpkUgM&t=2072,(Keith imitates a horn),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Keith imitates a horn,PROPN + VERB + DET + NOUN,NNP + VBZ + DT + NN,5872,4,23,5.0,PROPN VERB DET NOUN,4.6000000000000005
812,125,3XkjoLgZr60,49.133,50.633,https://www.youtube.com/watch?v=3XkjoLgZr60&t=49,[It was my pleasure!!],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,It was my pleasure!!,PRON + AUX + PRON + NOUN,PRP + VBD + PRP$ + NN,812,4,22,4.75,PRON AUX PRON NOUN,6.2275
6172,126,O0SOK-_5owA,1127.766,1132.5,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1127,[The worrisome trainee's powerful dance],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The worrisome trainee's powerful dance,DET + ADJ + NOUN + PART + ADJ + NOUN,DT + JJ + NN + POS + JJ + NN,6172,5,40,7.2,DET ADJ NOUN PART ADJ NOUN,4.337999999999999
6179,127,O0SOK-_5owA,1189.6,1193.533,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1189,[Where did the shy trainee go?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Where did the shy trainee go?,SCONJ + AUX + DET + ADJ + NOUN + VERB,WRB + VBD + DT + JJ + NN + VB,6179,6,31,4.333333333333333,SCONJ AUX DET ADJ NOUN VERB,5.551666666666667
800,128,3XkjoLgZr60,15.272,16.248,https://www.youtube.com/watch?v=3XkjoLgZr60&t=15,[Losing himself in the moment],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Losing himself in the moment,VERB + PRON + ADP + DET + NOUN,VBG + PRP + IN + DT + NN,800,5,30,5.2,VERB PRON ADP DET NOUN,6.068
811,129,3XkjoLgZr60,44.603,46.159,https://www.youtube.com/watch?v=3XkjoLgZr60&t=44,[Painting meticulously to the rhythm],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Painting meticulously to the rhythm,VERB + ADV + ADP + DET + NOUN,VBG + RB + IN + DT + NN,811,5,37,6.6,VERB ADV ADP DET NOUN,5.378
3938,130,ile6FWIScck,82.96,87.21,https://www.youtube.com/watch?v=ile6FWIScck&t=82,Slave that just kind of does stuff for people. Jake you found Neptr (ss:u have a problem alex),1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ss:u have a problem alex,PROPN + PRON + VERB + DET + NOUN + NOUN,NNP + PRP + VBP + DT + NN + NN,3938,18,94,4.277777777777778,PROPN PRON VERB DET NOUN NOUN,5.314444444444445
6059,131,NUAvdYNGTQU,473.64,476.0,https://www.youtube.com/watch?v=NUAvdYNGTQU&t=473,"Somebody who is unfamiliar with Kadubu may also confuse it with Rasgulla (Indian white sweet),…",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Indian white sweet,PROPN + PROPN + ADJ,NNP + NNP + JJ,6059,15,95,5.4,PROPN PROPN ADJ,4.987333333333335
4473,132,jc_-Y9rDN2g,355.77,357.548,https://www.youtube.com/watch?v=jc_-Y9rDN2g&t=355,[Science for the public good],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Science for the public good,NOUN + ADP + DET + ADJ + NOUN,NN + IN + DT + JJ + NN,4473,5,29,5.0,NOUN ADP DET ADJ NOUN,6.3100000000000005
